,reqs
1970-01-01 06:50:00,28480
1970-01-01 06:55:00,28320
1970-01-01 07:00:00,28314
1970-01-01 07:05:00,28121
1970-01-01 07:10:00,28080
1970-01-01 07:15:00,27946
1970-01-01 07:20:00,27883
1970-01-01 07:25:00,27817
1970-01-01 07:30:00,27675
1970-01-01 07:35:00,27630
1970-01-01 07:40:00,27506
1970-01-01 07:45:00,27421
1970-01-01 07:50:00,27336
1970-01-01 07:55:00,27258
1970-01-01 08:00:00,27226
1970-01-01 08:05:00,27099
1970-01-01 08:10:00,26961
1970-01-01 08:15:00,26824
1970-01-01 08:20:00,26813
1970-01-01 08:25:00,26657
1970-01-01 08:30:00,26614
1970-01-01 08:35:00,26481
1970-01-01 08:40:00,26478
1970-01-01 08:45:00,26356
1970-01-01 08:50:00,26285
1970-01-01 08:55:00,26143
1970-01-01 09:00:00,26103
1970-01-01 09:05:00,25940
1970-01-01 09:10:00,25899
1970-01-01 09:15:00,25797
1970-01-01 09:20:00,25702
1970-01-01 09:25:00,25696
1970-01-01 09:30:00,25524
1970-01-01 09:35:00,25458
1970-01-01 09:40:00,25409
1970-01-01 09:45:00,25200
1970-01-01 09:50:00,25255
1970-01-01 09:55:00,25130
1970-01-01 10:00:00,24996
1970-01-01 10:05:00,24954
1970-01-01 10:10:00,24768
1970-01-01 10:15:00,24709
1970-01-01 10:20:00,24731
1970-01-01 10:25:00,24500
1970-01-01 10:30:00,24471
1970-01-01 10:35:00,24313
1970-01-01 10:40:00,24249
1970-01-01 10:45:00,24159
1970-01-01 10:50:00,24168
1970-01-01 10:55:00,23952
1970-01-01 11:00:00,23857
1970-01-01 11:05:00,23788
1970-01-01 11:10:00,23794
1970-01-01 11:15:00,23687
1970-01-01 11:20:00,23504
1970-01-01 11:25:00,23496
1970-01-01 11:30:00,23346
1970-01-01 11:35:00,23291
1970-01-01 11:40:00,23180
1970-01-01 11:45:00,23169
1970-01-01 11:50:00,23039
1970-01-01 11:55:00,22922
1970-01-01 12:00:00,22809
1970-01-01 12:05:00,22745
1970-01-01 12:10:00,22724
1970-01-01 12:15:00,22585
1970-01-01 12:20:00,22561
1970-01-01 12:25:00,22398
1970-01-01 12:30:00,22218
1970-01-01 12:35:00,22253
1970-01-01 12:40:00,22200
1970-01-01 12:45:00,22071
1970-01-01 12:50:00,22046
1970-01-01 12:55:00,21864
1970-01-01 13:00:00,21806
1970-01-01 13:05:00,21702
1970-01-01 13:10:00,21665
1970-01-01 13:15:00,21516
1970-01-01 13:20:00,21452
1970-01-01 13:25:00,21357
1970-01-01 13:30:00,21279
1970-01-01 13:35:00,21066
1970-01-01 13:40:00,21054
1970-01-01 13:45:00,20996
1970-01-01 13:50:00,20892
1970-01-01 13:55:00,20740
1970-01-01 14:00:00,20662
1970-01-01 14:05:00,20587
1970-01-01 14:10:00,20505
1970-01-01 14:15:00,20418
1970-01-01 14:20:00,20319
1970-01-01 14:25:00,20297
1970-01-01 14:30:00,20097
1970-01-01 14:35:00,19953
1970-01-01 14:40:00,19987
1970-01-01 14:45:00,19904
1970-01-01 14:50:00,19752
1970-01-01 14:55:00,19697
1970-01-01 15:00:00,19591
1970-01-01 15:05:00,19519
1970-01-01 15:10:00,19472
1970-01-01 15:15:00,19319
1970-01-01 15:20:00,19240
1970-01-01 15:25:00,19181
1970-01-01 15:30:00,19042
1970-01-01 15:35:00,18946
1970-01-01 15:40:00,18892
1970-01-01 15:45:00,18822
1970-01-01 15:50:00,18685
1970-01-01 15:55:00,18530
1970-01-01 16:00:00,18514
1970-01-01 16:05:00,18509
1970-01-01 16:10:00,18277
1970-01-01 16:15:00,18230
1970-01-01 16:20:00,18194
1970-01-01 16:25:00,18067
1970-01-01 16:30:00,18021
1970-01-01 16:35:00,17909
1970-01-01 16:40:00,17758
1970-01-01 16:45:00,17692
1970-01-01 16:50:00,17618
1970-01-01 16:55:00,17507
1970-01-01 17:00:00,17365
1970-01-01 17:05:00,17385
1970-01-01 17:10:00,17323
1970-01-01 17:15:00,17179
1970-01-01 17:20:00,17120
1970-01-01 17:25:00,16977
1970-01-01 17:30:00,16930
1970-01-01 17:35:00,16813
1970-01-01 17:40:00,16743
1970-01-01 17:45:00,16627
1970-01-01 17:50:00,16597
1970-01-01 17:55:00,16352
1970-01-01 18:00:00,16382
1970-01-01 18:05:00,16239
1970-01-01 18:10:00,16057
1970-01-01 18:15:00,16102
1970-01-01 18:20:00,16144
1970-01-01 18:25:00,15878
1970-01-01 18:30:00,15788
1970-01-01 18:35:00,15721
1970-01-01 18:40:00,15684
1970-01-01 18:45:00,15501
1970-01-01 18:50:00,15463
1970-01-01 18:55:00,15372
1970-01-01 19:00:00,15339
1970-01-01 19:05:00,15213
1970-01-01 19:10:00,15055
1970-01-01 19:15:00,14999
1970-01-01 19:20:00,14935
1970-01-01 19:25:00,14781
1970-01-01 19:30:00,14696
1970-01-01 19:35:00,14618
1970-01-01 19:40:00,14576
1970-01-01 19:45:00,14426
1970-01-01 19:50:00,14438
1970-01-01 19:55:00,14334
1970-01-01 20:00:00,14238
1970-01-01 20:05:00,14120
1970-01-01 20:10:00,14060
1970-01-01 20:15:00,14028
1970-01-01 20:20:00,13771
1970-01-01 20:25:00,13833
1970-01-01 20:30:00,13659
1970-01-01 20:35:00,13646
1970-01-01 20:40:00,13485
1970-01-01 20:45:00,13420
1970-01-01 20:50:00,13356
1970-01-01 20:55:00,13199
1970-01-01 21:00:00,13148
1970-01-01 21:05:00,13017
1970-01-01 21:10:00,12953
1970-01-01 21:15:00,12815
1970-01-01 21:20:00,12767
1970-01-01 21:25:00,12646
1970-01-01 21:30:00,12620
1970-01-01 21:35:00,12466
1970-01-01 21:40:00,12492
1970-01-01 21:45:00,12296
1970-01-01 21:50:00,12262
1970-01-01 21:55:00,12158
1970-01-01 22:00:00,12042
1970-01-01 22:05:00,11967
1970-01-01 22:10:00,11830
1970-01-01 22:15:00,11774
1970-01-01 22:20:00,11654
1970-01-01 22:25:00,11559
1970-01-01 22:30:00,11405
1970-01-01 22:35:00,11371
1970-01-01 22:40:00,11392
1970-01-01 22:45:00,11307
1970-01-01 22:50:00,11143
1970-01-01 22:55:00,11116
1970-01-01 23:00:00,10917
1970-01-01 23:05:00,10841
1970-01-01 23:10:00,10840
1970-01-01 23:15:00,10709
1970-01-01 23:20:00,10614
1970-01-01 23:25:00,10583
1970-01-01 23:30:00,10327
1970-01-01 23:35:00,10328
1970-01-01 23:40:00,10172
1970-01-01 23:45:00,10168
1970-01-01 23:50:00,10018
1970-01-01 23:55:00,9854
