,reqs
1970-01-01 08:10:00,38475
1970-01-01 08:15:00,39725
1970-01-01 08:20:00,40630
1970-01-01 08:25:00,39655
1970-01-01 08:30:00,38957
1970-01-01 08:35:00,39183
1970-01-01 08:40:00,37952
1970-01-01 08:45:00,36903
1970-01-01 08:50:00,37021
1970-01-01 08:55:00,36425
1970-01-01 09:00:00,35161
1970-01-01 09:05:00,34879
1970-01-01 09:10:00,33668
1970-01-01 09:15:00,33007
1970-01-01 09:20:00,30549
1970-01-01 09:25:00,29378
1970-01-01 09:30:00,29007
1970-01-01 09:35:00,27922
1970-01-01 09:40:00,27015
1970-01-01 09:45:00,27622
1970-01-01 09:50:00,27132
1970-01-01 09:55:00,28304
1970-01-01 10:00:00,29959
1970-01-01 10:05:00,29907
1970-01-01 10:10:00,30181
1970-01-01 10:15:00,29322
1970-01-01 10:20:00,28385
1970-01-01 10:25:00,27683
1970-01-01 10:30:00,26568
1970-01-01 10:35:00,25794
1970-01-01 10:40:00,25195
1970-01-01 10:45:00,25978
1970-01-01 10:50:00,25968
1970-01-01 10:55:00,27367
1970-01-01 11:00:00,29499
1970-01-01 11:05:00,30493
1970-01-01 11:10:00,31614
1970-01-01 11:15:00,31131
1970-01-01 11:20:00,31281
1970-01-01 11:25:00,32395
1970-01-01 11:30:00,32636
1970-01-01 11:35:00,35102
1970-01-01 11:40:00,37932
1970-01-01 11:45:00,39409
1970-01-01 11:50:00,38286
1970-01-01 11:55:00,36826
1970-01-01 12:00:00,36881
1970-01-01 12:05:00,35284
1970-01-01 12:10:00,35303
1970-01-01 12:15:00,35438
1970-01-01 12:20:00,36664
1970-01-01 12:25:00,36791
1970-01-01 12:30:00,36319
1970-01-01 12:35:00,36910
1970-01-01 12:40:00,35576
1970-01-01 12:45:00,34333
1970-01-01 12:50:00,35087
1970-01-01 12:55:00,35795
1970-01-01 13:00:00,35597
1970-01-01 13:05:00,35911
1970-01-01 13:10:00,37092
1970-01-01 13:15:00,37283
1970-01-01 13:20:00,38001
1970-01-01 13:25:00,39696
1970-01-01 13:30:00,38735
1970-01-01 13:35:00,38259
1970-01-01 13:40:00,38908
1970-01-01 13:45:00,39241
1970-01-01 13:50:00,39274
1970-01-01 13:55:00,38306
1970-01-01 14:00:00,37608
1970-01-01 14:05:00,38775
1970-01-01 14:10:00,40354
1970-01-01 14:15:00,40804
1970-01-01 14:20:00,41591
1970-01-01 14:25:00,41012
1970-01-01 14:30:00,40645
1970-01-01 14:35:00,40358
1970-01-01 14:40:00,40884
1970-01-01 14:45:00,40373
1970-01-01 14:50:00,39795
1970-01-01 14:55:00,40116
1970-01-01 15:00:00,41586
1970-01-01 15:05:00,41828
1970-01-01 15:10:00,40369
1970-01-01 15:15:00,38913
1970-01-01 15:20:00,38678
1970-01-01 15:25:00,39755
1970-01-01 15:30:00,40987
1970-01-01 15:35:00,41203
1970-01-01 15:40:00,40842
1970-01-01 15:45:00,40055
1970-01-01 15:50:00,39487
1970-01-01 15:55:00,37678
1970-01-01 16:00:00,36772
1970-01-01 16:05:00,35259
1970-01-01 16:10:00,32290
1970-01-01 16:15:00,32678
1970-01-01 16:20:00,31537
1970-01-01 16:25:00,29824
1970-01-01 16:30:00,30603
1970-01-01 16:35:00,31365
1970-01-01 16:40:00,31917
1970-01-01 16:45:00,32053
1970-01-01 16:50:00,32006
1970-01-01 16:55:00,33145
1970-01-01 17:00:00,34837
1970-01-01 17:05:00,34209
1970-01-01 17:10:00,34340
1970-01-01 17:15:00,33094
1970-01-01 17:20:00,33846
1970-01-01 17:25:00,34227
1970-01-01 17:30:00,35093
1970-01-01 17:35:00,36053
1970-01-01 17:40:00,34514
1970-01-01 17:45:00,34478
1970-01-01 17:50:00,34511
1970-01-01 17:55:00,34902
1970-01-01 18:00:00,34648
1970-01-01 18:05:00,34561
1970-01-01 18:10:00,34596
1970-01-01 18:15:00,36002
1970-01-01 18:20:00,37443
1970-01-01 18:25:00,38632
1970-01-01 18:30:00,39387
1970-01-01 18:35:00,40186
1970-01-01 18:40:00,38441
1970-01-01 18:45:00,38080
1970-01-01 18:50:00,37426
1970-01-01 18:55:00,36589
1970-01-01 19:00:00,35378
1970-01-01 19:05:00,36447
1970-01-01 19:10:00,36192
1970-01-01 19:15:00,36373
1970-01-01 19:20:00,37218
1970-01-01 19:25:00,36897
1970-01-01 19:30:00,35327
1970-01-01 19:35:00,35295
1970-01-01 19:40:00,34369
1970-01-01 19:45:00,34446
1970-01-01 19:50:00,33939
1970-01-01 19:55:00,34125
1970-01-01 20:00:00,34391
1970-01-01 20:05:00,35915
1970-01-01 20:10:00,36175
1970-01-01 20:15:00,35822
1970-01-01 20:20:00,37420
1970-01-01 20:25:00,37072
1970-01-01 20:30:00,35585
1970-01-01 20:35:00,35910
1970-01-01 20:40:00,36409
1970-01-01 20:45:00,35191
1970-01-01 20:50:00,35267
1970-01-01 20:55:00,34854
1970-01-01 21:00:00,34456
1970-01-01 21:05:00,33321
1970-01-01 21:10:00,33664
1970-01-01 21:15:00,33044
1970-01-01 21:20:00,33154
1970-01-01 21:25:00,34542
1970-01-01 21:30:00,37190
1970-01-01 21:35:00,37786
1970-01-01 21:40:00,36622
1970-01-01 21:45:00,35466
1970-01-01 21:50:00,34425
1970-01-01 21:55:00,34007
1970-01-01 22:00:00,31475
1970-01-01 22:05:00,30595
1970-01-01 22:10:00,31198
1970-01-01 22:15:00,33173
1970-01-01 22:20:00,33188
1970-01-01 22:25:00,33073
1970-01-01 22:30:00,32772
1970-01-01 22:35:00,33561
1970-01-01 22:40:00,33950
1970-01-01 22:45:00,34748
1970-01-01 22:50:00,34614
1970-01-01 22:55:00,36774
1970-01-01 23:00:00,37886
1970-01-01 23:05:00,38129
1970-01-01 23:10:00,39358
1970-01-01 23:15:00,38659
1970-01-01 23:20:00,40241
1970-01-01 23:25:00,39718
1970-01-01 23:30:00,39383
1970-01-01 23:35:00,39329
1970-01-01 23:40:00,40419
1970-01-01 23:45:00,40965
1970-01-01 23:50:00,40466
1970-01-01 23:55:00,38972
