,reqs
1970-01-01 12:15:00,12624
1970-01-01 12:20:00,12768
1970-01-01 12:25:00,13003
1970-01-01 12:30:00,13234
1970-01-01 12:35:00,13474
1970-01-01 12:40:00,13601
1970-01-01 12:45:00,13782
1970-01-01 12:50:00,14006
1970-01-01 12:55:00,14196
1970-01-01 13:00:00,14356
1970-01-01 13:05:00,14495
1970-01-01 13:10:00,14721
1970-01-01 13:15:00,14844
1970-01-01 13:20:00,15043
1970-01-01 13:25:00,15188
1970-01-01 13:30:00,15333
1970-01-01 13:35:00,15491
1970-01-01 13:40:00,15570
1970-01-01 13:45:00,15759
1970-01-01 13:50:00,15949
1970-01-01 13:55:00,15873
1970-01-01 14:00:00,15984
1970-01-01 14:05:00,16128
1970-01-01 14:10:00,16286
1970-01-01 14:15:00,16355
1970-01-01 14:20:00,16342
1970-01-01 14:25:00,16546
1970-01-01 14:30:00,16546
1970-01-01 14:35:00,16593
1970-01-01 14:40:00,16589
1970-01-01 14:45:00,16598
1970-01-01 14:50:00,16571
1970-01-01 14:55:00,16614
1970-01-01 15:00:00,16646
1970-01-01 15:05:00,16598
1970-01-01 15:10:00,16557
1970-01-01 15:15:00,16673
1970-01-01 15:20:00,16583
1970-01-01 15:25:00,16547
1970-01-01 15:30:00,16483
1970-01-01 15:35:00,16441
1970-01-01 15:40:00,16377
1970-01-01 15:45:00,16235
1970-01-01 15:50:00,16152
1970-01-01 15:55:00,16004
1970-01-01 16:00:00,15964
1970-01-01 16:05:00,15785
1970-01-01 16:10:00,15804
1970-01-01 16:15:00,15581
1970-01-01 16:20:00,15527
1970-01-01 16:25:00,15286
1970-01-01 16:30:00,15135
1970-01-01 16:35:00,15009
1970-01-01 16:40:00,14852
1970-01-01 16:45:00,14696
1970-01-01 16:50:00,14558
1970-01-01 16:55:00,14391
1970-01-01 17:00:00,14151
1970-01-01 17:05:00,13937
1970-01-01 17:10:00,13883
1970-01-01 17:15:00,13573
1970-01-01 17:20:00,13362
1970-01-01 17:25:00,13253
1970-01-01 17:30:00,12939
1970-01-01 17:35:00,12812
1970-01-01 17:40:00,12560
1970-01-01 17:45:00,12362
1970-01-01 17:50:00,12190
1970-01-01 17:55:00,11910
1970-01-01 18:00:00,11724
1970-01-01 18:05:00,11602
1970-01-01 18:10:00,11302
1970-01-01 18:15:00,11065
1970-01-01 18:20:00,10904
1970-01-01 18:25:00,10724
1970-01-01 18:30:00,10511
1970-01-01 18:35:00,10348
1970-01-01 18:40:00,10100
1970-01-01 18:45:00,9911
1970-01-01 18:50:00,9703
1970-01-01 18:55:00,9456
1970-01-01 19:00:00,9374
1970-01-01 19:05:00,9056
1970-01-01 19:10:00,9004
1970-01-01 19:15:00,8727
1970-01-01 19:20:00,8721
1970-01-01 19:25:00,8461
1970-01-01 19:30:00,8368
1970-01-01 19:35:00,8305
1970-01-01 19:40:00,8142
1970-01-01 19:45:00,7968
1970-01-01 19:50:00,7857
1970-01-01 19:55:00,7746
1970-01-01 20:00:00,7662
1970-01-01 20:05:00,7523
1970-01-01 20:10:00,7445
1970-01-01 20:15:00,7385
1970-01-01 20:20:00,7265
1970-01-01 20:25:00,7223
1970-01-01 20:30:00,7219
1970-01-01 20:35:00,7134
1970-01-01 20:40:00,7024
1970-01-01 20:45:00,7184
1970-01-01 20:50:00,6973
1970-01-01 20:55:00,7103
1970-01-01 21:00:00,7102
1970-01-01 21:05:00,7057
1970-01-01 21:10:00,7102
1970-01-01 21:15:00,7174
1970-01-01 21:20:00,7182
1970-01-01 21:25:00,7159
1970-01-01 21:30:00,7337
1970-01-01 21:35:00,7221
1970-01-01 21:40:00,7399
1970-01-01 21:45:00,7474
1970-01-01 21:50:00,7598
1970-01-01 21:55:00,7635
1970-01-01 22:00:00,7647
1970-01-01 22:05:00,7911
1970-01-01 22:10:00,7831
1970-01-01 22:15:00,8055
1970-01-01 22:20:00,8302
1970-01-01 22:25:00,8385
1970-01-01 22:30:00,8563
1970-01-01 22:35:00,8745
1970-01-01 22:40:00,8849
1970-01-01 22:45:00,8938
1970-01-01 22:50:00,9184
1970-01-01 22:55:00,9326
1970-01-01 23:00:00,9529
1970-01-01 23:05:00,9706
1970-01-01 23:10:00,9931
1970-01-01 23:15:00,10074
1970-01-01 23:20:00,10215
1970-01-01 23:25:00,10526
1970-01-01 23:30:00,10685
1970-01-01 23:35:00,10979
1970-01-01 23:40:00,11130
1970-01-01 23:45:00,11286
1970-01-01 23:50:00,11542
1970-01-01 23:55:00,11760
