,reqs
1970-01-01 05:40:00,32643
1970-01-01 05:45:00,33216
1970-01-01 05:50:00,32550
1970-01-01 05:55:00,31476
1970-01-01 06:00:00,31933
1970-01-01 06:05:00,31148
1970-01-01 06:10:00,30954
1970-01-01 06:15:00,30039
1970-01-01 06:20:00,30428
1970-01-01 06:25:00,29918
1970-01-01 06:30:00,30794
1970-01-01 06:35:00,31406
1970-01-01 06:40:00,32499
1970-01-01 06:45:00,32674
1970-01-01 06:50:00,34591
1970-01-01 06:55:00,35462
1970-01-01 07:00:00,35202
1970-01-01 07:05:00,34619
1970-01-01 07:10:00,33039
1970-01-01 07:15:00,31083
1970-01-01 07:20:00,30661
1970-01-01 07:25:00,30243
1970-01-01 07:30:00,29358
1970-01-01 07:35:00,29405
1970-01-01 07:40:00,28764
1970-01-01 07:45:00,27425
1970-01-01 07:50:00,29344
1970-01-01 07:55:00,28692
1970-01-01 08:00:00,28344
1970-01-01 08:05:00,28584
1970-01-01 08:10:00,27335
1970-01-01 08:15:00,28435
1970-01-01 08:20:00,28653
1970-01-01 08:25:00,27927
1970-01-01 08:30:00,29106
1970-01-01 08:35:00,30477
1970-01-01 08:40:00,30636
1970-01-01 08:45:00,30619
1970-01-01 08:50:00,27988
1970-01-01 08:55:00,26276
1970-01-01 09:00:00,26390
1970-01-01 09:05:00,26313
1970-01-01 09:10:00,26034
1970-01-01 09:15:00,25654
1970-01-01 09:20:00,25861
1970-01-01 09:25:00,27222
1970-01-01 09:30:00,58738
1970-01-01 09:35:00,55423
1970-01-01 09:40:00,29549
1970-01-01 09:45:00,30402
1970-01-01 09:50:00,30891
1970-01-01 09:55:00,31784
1970-01-01 10:00:00,31103
1970-01-01 10:05:00,32651
1970-01-01 10:10:00,32824
1970-01-01 10:15:00,32342
1970-01-01 10:20:00,32819
1970-01-01 10:25:00,32230
1970-01-01 10:30:00,34038
1970-01-01 10:35:00,34588
1970-01-01 10:40:00,36251
1970-01-01 10:45:00,37473
1970-01-01 10:50:00,37720
1970-01-01 10:55:00,37179
1970-01-01 11:00:00,36615
1970-01-01 11:05:00,35038
1970-01-01 11:10:00,34961
1970-01-01 11:15:00,35851
1970-01-01 11:20:00,35097
1970-01-01 11:25:00,35676
1970-01-01 11:30:00,35933
1970-01-01 11:35:00,35955
1970-01-01 11:40:00,36942
1970-01-01 11:45:00,37649
1970-01-01 11:50:00,37097
1970-01-01 11:55:00,35274
1970-01-01 12:00:00,33087
1970-01-01 12:05:00,32961
1970-01-01 12:10:00,34262
1970-01-01 12:15:00,34752
1970-01-01 12:20:00,37305
1970-01-01 12:25:00,39322
1970-01-01 12:30:00,39652
1970-01-01 12:35:00,39077
1970-01-01 12:40:00,40127
1970-01-01 12:45:00,40780
1970-01-01 12:50:00,42491
1970-01-01 12:55:00,42930
1970-01-01 13:00:00,43219
1970-01-01 13:05:00,43091
1970-01-01 13:10:00,43421
1970-01-01 13:15:00,43673
1970-01-01 13:20:00,45473
1970-01-01 13:25:00,46510
1970-01-01 13:30:00,46798
1970-01-01 13:35:00,45458
1970-01-01 13:40:00,46529
1970-01-01 13:45:00,46348
1970-01-01 13:50:00,45947
1970-01-01 13:55:00,46667
1970-01-01 14:00:00,47925
1970-01-01 14:05:00,48973
1970-01-01 14:10:00,48758
1970-01-01 14:15:00,47552
1970-01-01 14:20:00,47971
1970-01-01 14:25:00,48639
1970-01-01 14:30:00,48053
1970-01-01 14:35:00,46989
1970-01-01 14:40:00,46978
1970-01-01 14:45:00,46411
1970-01-01 14:50:00,46412
1970-01-01 14:55:00,45643
1970-01-01 15:00:00,46766
1970-01-01 15:05:00,46628
1970-01-01 15:10:00,47077
1970-01-01 15:15:00,48116
1970-01-01 15:20:00,47984
1970-01-01 15:25:00,48090
1970-01-01 15:30:00,48561
1970-01-01 15:35:00,48647
1970-01-01 15:40:00,48088
1970-01-01 15:45:00,48307
1970-01-01 15:50:00,48166
1970-01-01 15:55:00,49200
1970-01-01 16:00:00,49345
1970-01-01 16:05:00,48744
1970-01-01 16:10:00,50667
1970-01-01 16:15:00,51756
1970-01-01 16:20:00,53251
1970-01-01 16:25:00,54267
1970-01-01 16:30:00,55987
1970-01-01 16:35:00,58089
1970-01-01 16:40:00,57685
1970-01-01 16:45:00,57178
1970-01-01 16:50:00,57944
1970-01-01 16:55:00,58090
1970-01-01 17:00:00,56316
1970-01-01 17:05:00,56103
1970-01-01 17:10:00,57345
1970-01-01 17:15:00,57648
1970-01-01 17:20:00,58136
1970-01-01 17:25:00,57123
1970-01-01 17:30:00,56958
1970-01-01 17:35:00,56995
1970-01-01 17:40:00,56259
1970-01-01 17:45:00,55334
1970-01-01 17:50:00,55238
1970-01-01 17:55:00,53938
1970-01-01 18:00:00,52119
1970-01-01 18:05:00,53468
1970-01-01 18:10:00,52472
1970-01-01 18:15:00,48349
1970-01-01 18:20:00,45769
1970-01-01 18:25:00,45814
1970-01-01 18:30:00,47141
1970-01-01 18:35:00,48434
1970-01-01 18:40:00,49298
1970-01-01 18:45:00,48465
1970-01-01 18:50:00,49613
1970-01-01 18:55:00,49842
1970-01-01 19:00:00,49402
1970-01-01 19:05:00,50018
1970-01-01 19:10:00,50878
1970-01-01 19:15:00,52552
1970-01-01 19:20:00,49779
1970-01-01 19:25:00,50636
1970-01-01 19:30:00,49725
1970-01-01 19:35:00,49355
1970-01-01 19:40:00,49924
1970-01-01 19:45:00,49579
1970-01-01 19:50:00,49405
1970-01-01 19:55:00,50250
1970-01-01 20:00:00,50049
1970-01-01 20:05:00,50487
1970-01-01 20:10:00,52133
1970-01-01 20:15:00,51831
1970-01-01 20:20:00,51707
1970-01-01 20:25:00,52286
1970-01-01 20:30:00,53433
1970-01-01 20:35:00,54167
1970-01-01 20:40:00,53616
1970-01-01 20:45:00,51283
1970-01-01 20:50:00,50222
1970-01-01 20:55:00,49403
1970-01-01 21:00:00,48466
1970-01-01 21:05:00,46969
1970-01-01 21:10:00,46059
1970-01-01 21:15:00,46343
1970-01-01 21:20:00,47758
1970-01-01 21:25:00,48441
1970-01-01 21:30:00,48937
1970-01-01 21:35:00,49940
1970-01-01 21:40:00,51363
1970-01-01 21:45:00,53993
1970-01-01 21:50:00,55416
1970-01-01 21:55:00,55208
1970-01-01 22:00:00,55203
1970-01-01 22:05:00,57806
1970-01-01 22:10:00,59149
1970-01-01 22:15:00,59516
1970-01-01 22:20:00,59590
1970-01-01 22:25:00,59430
1970-01-01 22:30:00,60515
1970-01-01 22:35:00,60005
1970-01-01 22:40:00,61557
1970-01-01 22:45:00,61210
1970-01-01 22:50:00,61388
1970-01-01 22:55:00,62915
1970-01-01 23:00:00,62217
1970-01-01 23:05:00,62480
1970-01-01 23:10:00,63996
1970-01-01 23:15:00,65088
1970-01-01 23:20:00,65066
1970-01-01 23:25:00,153113
1970-01-01 23:30:00,74330
1970-01-01 23:35:00,67756
1970-01-01 23:40:00,67028
1970-01-01 23:45:00,68576
1970-01-01 23:50:00,69986
1970-01-01 23:55:00,71520
